Si;Fe;CaO;SiO2;MgO;Al2O3;MnO;P2O5;S;basicity;FeOn;FeOn_t;CaO_t;SiO2_t
5950;22,99992;44,54519;13,3923;4,60948;0,29973;2,69585;2,03911;0,05266;3,32618;33,349884;36,53285503;48,79666053;14,67048444
4550;26,14789;43,2421;10,61767;4,79617;0,6463;2,59213;1,91671;0,04812;4,07265;37,9144405;41,31273949;47,117921;11,56933952
4780;27,00577;41,61815;10,44253;7,4257;0,56109;2,42249;1,72577;0,05286;3,98545;39,1583665;42,92784019;45,62440806;11,44775176
5390;24,20731;44,13941;10,69376;3,96501;0,44365;2,50836;1,51703;0,04577;4,12758;35,1005995;39,02938762;49,07990652;11,89070586
7540;26,9423;41,47738;10,38005;7,34181;0,5368;2,42175;1,73535;0,04733;3,99587;39,066335;42,96603314;45,61775461;11,41621225
5220;25,32032;42,00063;9,66449;6,58628;0,40391;2,33538;1,60637;0,04511;4,34587;36,714464;41,54179318;47,52300033;10,93520648
5900;25,87212;40,96945;10,56418;6,3653;0,49728;2,48125;1,69995;0,03634;3,87815;37,514574;42,12838925;46,00817104;11,86343972
5560;25,47367;42,61554;10,1861;6,46429;0,45072;2,34458;1,69931;0,04542;4,18369;36,9368215;41,16052458;47,48860108;11,35087434
5700;25,66083;42,63851;10,00548;6,51194;0,44392;2,34327;1,6487;0,04678;4,26152;37,2082035;41,4104565;47,45405575;11,13548775
5710;25,40139;41,46204;9,80584;6,3094;0,4036;2,40695;1,6563;0,0511;4,2283;36,8320155;41,80710464;47,06253028;11,13036508
6230;25,46816;41,54621;9,91251;6,35673;0,46945;2,40512;1,63545;0,04634;4,19129;36,928832;41,78058014;47,00459404;11,21482582
6460;25,88786;41,07286;11,24044;6,75761;0,91822;2,56635;1,59687;0,03698;3,65403;37,537397;41,77752455;45,71234433;12,51013111
5430;25,66668;40,28403;11,44679;5,62836;0,94652;2,63768;1,64386;0,04044;3,51924;37,216686;41,8411799;45,28966782;12,86915228
3910;30,60883;39,28256;8,18792;4,69069;0,62842;2,5921;1,68783;0,05408;4,79763;44,3828035;48,31923455;42,76663664;8,914128802
4910;25,89993;40,33302;10,80742;5,50996;1,06803;2,69249;1,64889;0,04445;3,73198;37,5548985;42,34145687;45,47366376;12,18487937
5600;25,17177;42,90519;9,97037;5,19992;0,65672;2,58844;1,74404;0,04675;4,30327;36,4990665;40,83828703;48,00600761;11,15570536
5140;28,76286;40,28452;10,22264;4,9879;0,65362;2,62746;1,78096;0,04576;3,94072;41,706147;45,22790512;43,68623283;11,08586204
5980;28,82826;40,00664;10,01524;5,41949;0,67782;2,63995;1,73665;0,0461;3,99458;41,800977;45,52349858;43,56936966;10,90713176
4860;24,90337;42,78863;9,88656;4,94541;0,67075;2,59939;1,80232;0,05115;4,32796;36,1098865;40,67112168;48,19349342;11,1353849
4680;30,44469;39,97999;8,9942;5,10447;0,68928;2,58606;1,74767;0,04769;4,44508;44,1448005;47,40687186;42,9343035;9,658824641
4390;29,31071;39,65142;8,74601;5,00813;0,63605;2,58411;1,69603;0,05139;4,53366;42,5005295;46,75630755;43,62190331;9,621789145
4880;26,72621;41,83993;10,91459;5,72266;0,99012;2,49764;1,67649;0,04445;3,83339;38,7530045;42,34952777;45,72293943;11,9275328
5240;26,65595;41,35715;10,6848;5,64473;1,00749;2,4977;1,6098;0,04476;3,87065;38,6511275;42,61750573;45,60122023;11,78127404
5440;26,42085;41,00469;10,47251;5,52137;1,00102;2,4865;1,61467;0,04189;3,91546;38,3102325;42,66770018;45,66862963;11,66367019
3730;24,6606;41,32851;9,43786;4,93967;0,61815;2,55209;1,71159;0,05273;4,37901;35,75787;41,32699692;47,76523897;10,90776411
4320;25,31349;41,87281;9,48794;4,77244;0,58856;2,58074;1,7069;0,04757;4,41327;36,7045605;41,67879531;47,54745059;10,7737541
5610;26,48322;41,02408;8,67808;4,0719;1,40861;2,49761;1,64592;0,05008;4,72732;38,400669;43,5861929;46,56386233;9,849944773
4350;26,63573;41,10684;10,66451;5,64177;0,92574;2,4907;1,62873;0,04254;3,85454;38,6218085;42,72647304;45,47560975;11,79791721
3660;25,22208;37,59097;9,45103;5,11228;0,83608;2,41562;1,46779;0,04644;3,97745;36,572016;43,73909752;44,95773771;11,30316477
4260;26,06802;41,39382;9,96283;5,23136;1,22733;2,49529;1,68023;0,04554;4,15482;37,798629;42,39640033;46,42890524;11,17469443
4250;26,41515;40,2308;8,40378;3,91241;1,30169;2,49198;1,56531;0,05246;4,78723;38,3019675;44,05738277;46,27604978;9,666567447
5450;21,09522;48,06459;11,67559;4,43094;0,83715;2,49503;1,88089;0,04921;4,11667;30,588069;33,86323696;53,21102815;12,92573489
3960;26,64292;41,09524;8,6802;4,2585;1,35659;2,49856;1,62397;0,05531;4,73436;38,632234;43,69782877;46,4837928;9,818378436
5510;24,43188;43,72536;9,98221;4,2473;1,13241;2,54536;1,70662;0,04905;4,38033;35,426226;39,74499863;49,05587102;11,19913035
4450;24,39082;42,96464;9,4885;4,16268;1,11915;2,39024;1,69806;0,0532;4,52808;35,366689;40,27187186;48,92362066;10,80450749
4680;25,11332;42,73475;10,51376;5,20124;1,04572;2,44212;1,79564;0,05302;4,06465;36,414314;40,61249956;47,66161503;11,72588541
4340;23,79861;44,4282;10,33764;5,10252;0,94199;2,48875;1,86387;0,04509;4,29771;34,5079845;38,65409004;49,76621115;11,57969882
5000;23,77151;44,14147;10,48727;4,83726;1,1062;2,52693;1,95635;0,05072;4,20905;34,4686895;38,68651396;49,542922;11,77056404
4570;24,1427;43,83753;10,34679;4,54273;1,07224;2,55627;1,8804;0,05189;4,23682;35,006915;39,24927713;49,1500426;11,60068027
5240;22,66436;45,05634;10,60806;5,00789;1,04755;2,48348;1,89606;0,04569;4,24737;32,863322;37,12206895;50,89517609;11,98275496
5060;21,02514;39,32882;8,13449;4,19134;0,87506;2,35141;1,46831;0,02206;4,83482;30,486453;39,11038575;50,45405975;10,4355545
6160;23,01161;43,51264;10,18113;4,89661;1,09986;2,48747;1,80936;0,04746;4,27385;33,3668345;38,32598532;49,9797127;11,69430198
4760;23,12162;44,75383;10,70661;4,94644;1,09638;2,48681;1,89992;0,04755;4,18002;33,526349;37,67564756;50,2926676;12,03168484
4760;22,78075;45,48701;10,40565;4,86967;0,96332;2,50332;1,90831;0,04977;4,37138;33,0320875;37,14611335;51,15225095;11,7016357
5440;22,78355;45,02913;10,6691;5,17436;1,07464;2,4446;1,82847;0,04619;4,22052;33,0361475;37,23038176;50,74598061;12,02363763
4890;22,58234;44,85239;10,3821;5,09644;1,00941;2,45098;1,86065;0,04807;4,32017;32,744393;37,21846866;50,98085867;11,80067267
5700;23,09414;44,8711;10,5986;4,93248;1,0638;2,50181;1,90559;0,04828;4,23368;33,486503;37,64380883;50,44178875;11,91440242
6310;23,19551;44,03877;10,20443;4,83177;1,10125;2,51103;1,83004;0,04893;4,31565;33,6334895;38,2735054;50,11427974;11,61221486
5630;22,45614;45,11134;10,94954;5,36152;1,13839;2,46715;1,84346;0,03972;4,11993;32,561403;36,74177859;50,90293149;12,35528992
5620;22,79782;42,8505;10,01754;4,81585;1,03534;2,46436;1,78425;0,05032;4,27755;33,056839;38,47178999;49,86972399;11,65848601
4310;22,88178;45,49189;11,10693;5,2805;1,12499;2,49367;1,95385;0,0397;4,09581;33,178581;36,95649532;50,67187231;12,37163237
6280;22,29362;44,43647;10,64263;5,21164;1,10739;2,45029;1,82043;0,04593;4,17533;32,325749;36,98393095;50,8398224;12,17624665
7930;21,10108;48,32278;11,82798;4,77417;0,78394;2,49172;1,8865;0,04706;4,08546;30,596566;33,71621771;53,24981146;13,03397083
5590;21,00617;47,91644;11,24935;4,06917;0,66153;2,51197;1,80571;0,05092;4,25948;30,4589465;33,98497746;53,46340962;12,55161291
5710;27,07962;43,28682;10,91016;5,55318;0,89613;2,49605;1,79098;0,03768;3,96757;39,265449;42,01201426;46,31467474;11,67331099
4380;26,08097;40,50608;10,02564;5,32047;0,88632;2,41792;1,628;0,04216;4,04025;37,8174065;42,80450526;45,84774248;11,34775226
5300;26,53838;41,95775;10,33497;5,33374;0,89274;2,4735;1,72291;0,04254;4,05978;38,480651;42,39200393;46,2225315;11,38546458
6680;22,22717;45,89488;11,93276;4,90195;0,84866;2,49435;1,76787;0,04929;3,84613;32,2293965;35,78776046;50,9620145;13,25022504
7890;22,06224;45,95714;12,15302;4,80026;0,86515;2,48505;1,8215;0,046;3,78154;31,990248;35,50510892;51,00658368;13,4883074
5900;21,88412;46,31754;12,56662;5,18223;0,88702;2,47695;1,85042;0,04561;3,68576;31,731974;35,01801787;51,11401023;13,8679719
7250;19,09133;47,85148;13,46758;4,85746;0,61264;2,45329;1,77613;0,03804;3,55309;27,6824285;31,10333205;53,76480866;15,13185928
8780;16,67117;50,90221;13,23373;4,4745;0,56454;2,53875;1,85881;0,03813;3,8464;24,1731965;27,37338112;57,64093277;14,98568611
6720;16,77162;50,87025;13,50312;5,01163;0,64279;2,53547;1,90352;0,04452;3,7673;24,318849;27,41937148;57,35593333;15,22469519
5540;16,55042;50,82878;14,00713;4,77351;0,65739;2,53259;1,89517;0,03816;3,62878;23,998109;27,01454833;57,2176972;15,76775447
7630;18,54533;49,12991;13,21288;4,17785;0,36647;2,4938;1,79255;0,04028;3,71833;26,8907285;30,13523276;55,05768553;14,80708171
7980;18,61356;49,02801;13,41286;4,64164;0,47101;2,48854;1,81177;0,04042;3,6553;26,989662;30,17947159;54,82245146;14,99807694
6360;21,04616;46,53307;12,79651;4,4137;0,84367;2,48479;1,72942;0,04567;3,63639;30,516932;33,96562796;51,79173789;14,24263415
5690;22,10344;45,50209;12,61333;5,01004;0,88384;2,4026;1,70882;0,03984;3,60746;32,049988;35,54576939;50,4651296;13,98910101
6350;19,35105;47,58366;12,95131;4,72957;0,70169;2,46387;1,74245;0,04245;3,67404;28,0590225;31,6714731;53,70980431;14,6187226
7320;18,93962;48,55153;13,61162;4,8257;0,69272;2,47096;1,79758;0,03935;3,56692;27,462449;30,64130037;54,17149848;15,18720115
8020;22,9035;45,47822;12,65398;4,55059;0,6236;2,43193;1,68139;0,04447;3,59398;33,210075;36,3578365;49,78879714;13,85336636
5550;22,92068;44,64657;13,30457;4,82018;0,64902;2,39055;1,69486;0,03849;3,35573;33,234986;36,44741526;48,96202082;14,59056392
5220;24,45331;42,22708;10,23788;3,97398;0,73699;2,59003;1,47709;0,05264;4,12459;35,4572995;40,32801216;48,0277466;11,64424124
4640;21,87042;46,00739;12,61504;4,5578;0,63931;2,44939;1,65701;0,04284;3,64703;31,712109;35,10518718;50,93001028;13,96480254
4820;23,98002;45,30647;12,33552;5,01163;0,59515;2,54504;1,79809;0,04243;3,67285;34,771029;37,62568237;49,0260685;13,34824912
6100;24,27542;45,07769;12,30662;5,16579;0,56492;2,5568;1,8182;0,03935;3,66288;35,199359;38,01897179;48,68859755;13,29243066
7840;24,15257;44,68733;11,90422;5,13716;0,55977;2,55587;1,80494;0,04097;3,75391;35,0212265;38,227448;48,77849107;12,99406093
5960;27,10131;42,35102;11,46995;4,98548;0,76659;2,57765;1,71872;0,04579;3,69235;39,2968995;42,2012442;45,48108782;12,31766799
7770;27,25582;42,34644;11,6574;4,90812;0,75429;2,60259;1,71215;0,04634;3,63258;39,520939;42,25718513;45,27831068;12,46450419
6230;23,36639;41,48439;10,62254;4,43565;0,65036;2,39528;1,34451;0,04999;3,90532;33,8812655;39,40222876;48,24428488;12,35348636
7030;24,2504;43,27853;11,14076;4,40713;0,67263;2,45146;1,43029;0,04779;3,8847;35,16308;39,25223233;48,31143673;12,43633094
7970;23,78134;42,24302;10,79812;4,33589;0,62197;2,42003;1,35693;0,04382;3,91207;34,482943;39,39823397;48,26445311;12,33731292
5880;17,0712;40,95611;12,16522;6,56464;0,89003;4,25358;1,55533;0,05454;3,36666;24,75324;31,78603747;52,59240597;15,62155656
6710;18,77258;42,39925;12,3105;5,82084;0,87469;3,9602;1,58974;0,03881;3,44415;27,220241;33,22378126;51,75058545;15,02563329
6470;22,62597;45,62044;11,20348;3,99782;0,81393;2,67267;1,78022;0,04176;4,07199;32,8076565;36,60278864;50,89773245;12,49947891
5480;24,81562;44,39385;11,88024;4,9584;0,87214;2,61086;1,68053;0,04414;3,73678;35,982649;39,00273236;48,1198994;12,87736823
5360;22,4466;46,06171;12,11646;4,99399;0,95552;2,73758;1,75731;0,04001;3,80158;32,54757;35,87468121;50,77027754;13,35504125
6190;22,38066;45,34375;11,51407;4,85648;0,88948;2,78714;1,75183;0,04589;3,93812;32,451957;36,33639909;50,77131701;12,8922839
6310;21,12226;43,94114;12,5637;6,13503;0,98682;3,141;1,65045;0,03846;3,49747;30,627277;35,15038777;50,43047445;14,41913778
6190;22,28521;45,08451;11,45109;5,04735;0,89865;2,77799;1,73142;0,04682;3,93714;32,3135545;36,36900619;50,74275636;12,88823745
6360;20,59126;43,77517;12,03727;5,26062;0,87548;3,35178;1,66016;0,04072;3,63664;29,857327;34,85164959;51,09757098;14,05077943
5760;20,37551;42,49369;14,33723;4,14827;0,97634;2,6658;1,52189;0,03699;2,96387;29,5444895;34,20474609;49,19651351;16,59874041
9010;20,49924;43,38022;15,12313;4,67857;1,01261;2,67922;1,60711;0,04629;2,86847;29,723898;33,69015658;49,168733;17,14111042
9410;20,2245;43,24886;14,39263;4,37016;0,98129;2,63128;1,56568;0,042;3,00493;29,325525;33,72028464;49,73018793;16,54952743
10670;19,27409;46,28885;14,29897;4,36825;0,87817;2,81989;1,45242;0,04041;3,23722;27,9474305;31,56644426;52,28296045;16,15059529
9330;24,31264;43,79757;12,30097;4,12712;0,60152;2,354;1,36375;0,04435;3,5605;35,253328;38,59070293;47,94381435;13,46548272
10020;23,99656;42,69528;10,59406;4,85552;0,96209;2,57305;1,61044;0,03817;4,03011;34,795012;39,50192198;48,47090207;12,02717595
7530;23,83538;42,6557;10,47355;4,58089;0,95724;2,57245;1,65379;0,04798;4,07271;34,561301;39,41279945;48,64343936;11,94376119
8730;24,40913;44,89218;12,71051;4,41372;0,72548;2,39325;1,46158;0,03808;3,53189;35,3932385;38,0589119;48,27327467;13,66781342
7130;24,22199;42,51954;12,15194;5,09477;1,19235;2,50048;1,61233;0,02238;3,49899;35,1218855;39,11412085;47,35265213;13,53322702
9030;28,72249;40,04696;11,19517;4,93466;0,58026;2,7377;1,34623;0,05787;3,57716;41,6476105;44,83553326;43,11236072;12,05210601
7180;24,34359;44,54308;12,64559;4,34614;0,58025;2,35253;1,35516;0,04582;3,52242;35,2982055;38,16563735;48,16151455;13,6728481
3660;23,62172;43,41175;11,38219;4,88676;0,98247;2,48093;1,70811;0,03871;3,81401;34,251494;38,46518846;48,75235939;12,78245216
3680;23,87959;44,3488;11,69972;4,41778;0,7484;2,42988;1,50343;0,04492;3,79059;34,6254055;38,18672822;48,91020186;12,90306991
4630;27,80555;40,01774;10,81386;4,69251;0,55051;2,64213;1,3523;0,05412;3,7006;40,3180475;44,23280682;43,90334038;11,86385279
2860;31,45331;38,26857;12,48319;4,62037;0,73753;2,61961;1,40654;0,05488;3,06561;45,6072995;47,33057767;39,71455325;12,95486907
6970;29,87218;38,73586;12,58138;4,84625;0,75509;2,66534;1,42726;0,04503;3,07882;43,314661;45,77173294;40,9331944;13,29507266
6430;29,49114;38,20743;12,34919;4,81813;0,77255;2,63955;1,39448;0,0423;3,09392;42,762153;45,82374117;40,94291938;13,23333945
2290;24,69544;43,40828;12,07886;4,95877;0,85553;2,57338;1,6111;0,04022;3,59374;35,808388;39,22249949;47,54699485;13,23050566
6110;27,88096;39,99792;10,65738;4,67704;0,56936;2,70253;1,33412;0,0559;3,75307;40,427392;44,38537236;43,91385358;11,70077406
2550;26,9534;40,66285;11,52046;5,08928;0,78373;2,84253;1,51076;0,05491;3,52962;39,08243;42,82267366;44,55434208;12,62298427
2830;31,03488;36,83887;11,51193;5,30221;0,79121;3,35683;1,4676;0,06207;3,20006;45,000576;48,20558403;39,46258917;12,3318268
4950;30,19538;37,60028;11,21603;4,67231;0,65384;2,65476;1,25996;0,05;3,35237;43,783301;47,28238113;40,60522457;12,1123943
3810;29,88698;37,18139;9,77034;5,10509;0,62221;3,07757;1,29294;0,06916;3,80554;43,336121;47,99773228;41,18094471;10,82132301
6710;28,88224;40,07732;11,09286;4,91929;0,5044;2,63472;1,27795;0,05687;3,61289;41,879248;45,00752869;43,07100093;11,92147038
5660;27,65747;41,53832;12,23104;4,96673;0,702;2,66849;1,42331;0,04605;3,39614;40,1033315;42,72097759;44,24963143;13,02939098
5290;29,96792;38,31665;11,76026;4,7336;0,6832;2,66897;1,31355;0,04677;3,25815;43,453484;46,45921196;40,96705719;12,57373085
5530;30,55031;38,18525;11,31832;4,57656;0,65035;2,69117;1,3207;0,05788;3,37376;44,2979495;47,22519394;40,7085623;12,06624377
5330;27,65479;40,53616;11,45584;4,93741;0,69331;2,64728;1,35742;0,04878;3,53847;40,0994455;43,54307317;44,01729149;12,43963534
5640;27,71675;40,18952;11,19361;4,77277;0,59771;2,65698;1,35182;0,05381;3,5904;40,1892875;43,88798352;43,88823742;12,22377907
6390;30,40418;38,12132;11,4662;4,47992;0,68727;2,67313;1,33734;0,05503;3,32467;44,086061;47,06349488;40,69591404;12,24059108
5240;32,40141;39,6433;9,69168;4,59874;0,3201;2,22775;1,30489;0,0451;4,09045;46,9820445;48,77854641;41,15918261;10,06227097
6510;23,34883;47,30415;12,4708;5,22208;0,49962;2,35194;1,51294;0,04766;3,79319;33,8558035;36,15884977;50,52202213;13,3191281
5770;23,74501;47,02635;11,61302;4,16537;0,30465;2,33075;1,38868;0,0472;4,04945;34,4302645;36,99409016;50,52813439;12,47777544
6160;23,75414;46,94616;11,84411;4,01559;0,27408;2,31285;1,42596;0,0481;3,96367;34,443503;36,94316114;50,35316977;12,70366909
4150;23,901;47,57414;12,17863;4,2546;0,31311;2,34081;1,46101;0,04582;3,90636;34,65645;36,70875578;50,39141304;12,89983118
5670;24,60875;42,7363;11,65408;5,04773;0,69905;2,52345;1,42296;0,03758;3,66707;35,6826875;39,61526846;47,44625801;12,93847353
4180;25,35072;43,30194;12,33339;5,50619;1,08362;2,36477;1,49313;0,02898;3,51095;36,758544;39,78461169;46,86667863;13,34870968
5980;22,9633;45,11541;12,50505;4,78655;0,94314;2,38943;1,48335;0,03738;3,60778;33,296785;36,62317858;49,62250011;13,75432131
4190;26,0642;43,60441;10,35827;4,64975;0,99841;2,42592;1,51962;0,05957;4,20962;37,79309;41,18878845;47,52225391;11,28895763
4180;26,29938;43,75087;9,97783;4,41278;0,99542;2,42018;1,52047;0,06116;4,38481;38,134101;41,51201638;47,6263183;10,86166532
2410;25,23645;40,86226;10,48781;4,84364;0,85812;2,42288;1,36705;0,04833;3,89617;36,5928525;41,60977536;46,46452362;11,92570101
4450;29,68252;37,98341;10,10021;4,78457;0,86485;2,23771;1,38068;0,05221;3,76066;43,039654;47,23233935;41,68354399;11,08411667
4510;25,136;42,89955;10,88726;4,38208;0,64527;2,6197;1,54067;0,04782;3,94034;36,4472;40,39186555;47,54255075;12,0655837
5560;24,43517;41,67682;10,70956;4,54827;0,72465;2,73913;1,50762;0,04504;3,89155;35,4309965;40,34622521;47,45851181;12,19526297
4450;24,64133;41,48628;10,47494;4,75477;0,72846;2,76546;1,52071;0,04721;3,96053;35,7299285;40,74519391;47,30954117;11,94526492
4840;25,01315;42,34557;10,90695;4,69737;0,81843;2,68251;1,55913;0,04598;3,88244;36,2690675;40,51432566;47,30207672;12,18359762
3100;23,83641;43,76129;10,59153;4,23469;1,07501;2,29358;1,53782;0,05725;4,13172;34,5627945;38,8714566;49,21665362;11,91188978
4780;23,48983;44,44927;11,91224;4,90831;0,95227;2,37642;1,41546;0,03322;3,73139;34,0602535;37,66820308;49,1577119;13,17408502
9350;50,96475;26,81638;9,03452;5,56167;0,68742;1,89498;1,29167;0,04387;2,96821;73,8988875;67,33396864;24,43410654;8,231924823
3110;26,35385;40,68528;11,16838;6,06461;1,01994;2,39972;1,41341;0,03005;3,6429;38,2130825;42,42751702;45,17236759;12,40011539
4240;21,60377;43,90184;10,57244;4,11974;1,04968;2,24153;1,46239;0,0619;4,15248;31,3254665;36,50997559;51,16779687;12,32222755
4470;29,05011;38,6076;10,9198;6,79485;0,80712;2,60029;1,5106;0,03983;3,53556;42,1226595;45,96031877;42,12501357;11,91466766
4190;25,92541;42,21516;9,08464;4,24346;0,91143;2,40603;1,34802;0,06165;4,64687;37,5918445;42,28951406;47,49058276;10,21990318
5400;23,96605;45,66442;11,7436;4,58686;1,18263;2,34633;1,64833;0,0628;3,88845;34,7507725;37,70749546;49,54971605;12,74278849
4800;25,95845;42,39674;10,77885;4,37857;0,98859;2,31022;1,48142;0,05157;3,93333;37,6397525;41,4464687;46,68455663;11,86897467
4840;21,95619;44,60563;10,51912;4,19711;1,10206;2,27009;1,4566;0,04859;4,24043;31,8364755;36,60996647;51,29369986;12,09633367
3140;26,8125;42,03571;11,00829;4,52589;0,98447;2,31203;1,51636;0,05538;3,81855;38,878125;42,29463255;45,72969783;11,97566962
4920;24,39102;43,1526;10,75366;4,53353;1,05968;2,29478;1,50209;0,05234;4,01283;35,366979;39,61655183;48,33766589;12,04578228
6100;51,80349;26,56781;8,46514;4,71822;0,61495;1,90069;1,30325;0,05429;3,1385;75,1150605;68,19465931;24,12009975;7,685240942
4540;23,04763;44,54714;10,95192;4,39987;1,17712;2,26392;1,51251;0,05463;4,06752;33,4190635;37,58408543;50,09905545;12,31685912
3430;24,57302;43,20159;10,86524;4,89507;1,07333;2,35835;1,52972;0,05162;3,97613;35,630879;39,72328769;48,16353782;12,11317448
4680;26,96787;40,58628;10,50667;5,35314;0,90286;2,46132;1,52886;0,05264;3,8629;39,1034115;43,35364626;44,99769095;11,64866279
4390;25,86583;41,7202;11,109;5,08194;0,9793;2,38808;1,53053;0,04995;3,75553;37,5054535;41,51834545;46,1840483;12,29760626
4390;24,18358;42,28635;10,368;4,15028;0,97638;2,28417;1,48251;0,0513;4,07854;35,066191;39,9748914;48,20575605;11,81935255
3260;25,51563;42,28;11,14911;4,96505;0,8875;2,45515;1,42852;0,04905;3,79223;36,9976635;40,91450139;46,7560639;12,32943471
3150;25,34343;41,66814;10,20085;4,32405;1,00782;2,26238;1,49608;0,06004;4,08477;36,7479735;41,46832847;47,02050076;11,51117077
3180;25,38503;41,97441;10,96332;5,14576;0,93709;2,43542;1,4176;0,05455;3,82862;36,8082935;41,01384336;46,77021707;12,21593957
6820;50,35891;25,49324;7,94814;4,87892;0,59762;1,87483;1,25292;0,05909;3,20745;73,0204195;68,58837615;23,94590371;7,465720134
4450;25,16529;40,89406;10,46446;5,06949;0,86629;2,42253;1,39837;0,05318;3,9079;36,4896705;41,5371908;46,55082793;11,91198127
5970;24,14165;43,72776;10,53364;3,97941;0,44035;2,48266;1,52932;0,04316;4,15125;35,0053925;39,21435006;48,9854724;11,80017754
5440;50,40366;25,37045;7,95295;4,66174;0,54288;1,88167;1,23683;0,05795;3,19007;73,085307;68,68357775;23,8424568;7,473965453
6800;50,38553;25,44736;8,003;4,89803;0,55229;1,86752;1,31966;0,06748;3,17973;73,0590185;68,59397691;23,89213078;7,513892309
6490;50,96335;26,72587;8,99627;5,44818;0,70596;1,89175;1,34362;0,05017;2,97077;73,8968575;67,41245513;24,38069186;8,206853014
4850;26,22014;39,18687;12,31313;5,41163;1,07825;2,40982;1,34846;0,044;3,18253;38,019203;42,47044402;43,77482002;13,75473595
6740;29,55338;37,90064;9,79432;4,23408;0,7364;2,25071;1,38664;0,05165;3,86966;42,852401;47,32595244;41,85725523;10,81679233
4510;26,45372;39,75393;12,50566;5,07651;1,03391;2,42578;1,35087;0,04138;3,17888;38,357894;42,3294626;43,87004389;13,80049351
6630;35,49485;35,03265;9,80495;4,51043;0,75461;2,12064;1,42181;0,04996;3,57295;51,4675325;53,4421491;36,37672167;10,18112924
5850;24,01131;42,17465;11,44194;4,63713;1,25575;2,36812;1,34068;0,04076;3,68597;34,8163995;39,3703749;47,69108252;12,93854258
6290;27,66579;39,99265;11,1166;4,44303;0,90349;2,50881;1,34211;0,0434;3,59756;40,1153955;43,97429585;43,83974285;12,1859613
6520;28,60402;39,16103;10,48352;4,81673;0,79853;2,24588;1,42366;0,05088;3,73549;41,475829;45,51762126;42,97724662;11,50513213
5390;28,49667;40,06531;11,41475;5,31832;0,79509;2,24833;1,4684;0,04276;3,50996;41,3201715;44,5259358;43,17371773;12,30034647
5140;28,85823;39,24648;10,96169;4,09818;0,86172;2,4714;1,36725;0,04898;3,58033;41,8444335;45,45708857;42,63483976;11,90807167
4670;26,14088;39,09693;12,2786;5,18826;1,09133;2,41183;1,33489;0,04661;3,18415;37,904276;42,45559853;43,7914594;13,75294207
6150;23,81858;41,8532;11,26313;4,46727;1,18042;2,37007;1,34981;0,04957;3,71595;34,536941;39,40177087;47,74858887;12,84964026
5120;28,09429;39,36782;11,02692;4,20334;0,9107;2,45096;1,35849;0,05102;3,57016;40,7367205;44,70105085;43,19893458;12,10001457
4950;27,03339;40,59443;10,53993;4,49158;0,8711;2,21791;1,27931;0,05556;3,85149;39,1984155;43,39334786;44,9387609;11,66789124
4940;27,61306;41,46563;11,11709;4,53783;0,94009;2,24479;1,38442;0,05547;3,7299;40,038937;43,22848273;44,76882766;12,00268961
5060;27,68758;41,57384;11,07754;4,47445;0,92814;2,24665;1,40816;0,05693;3,75299;40,146991;43,26260318;44,80018297;11,93721385
4470;28,90654;39,10742;10,03662;5,68653;0,71183;3,38171;1,39705;0,045;3,89647;41,914483;46,03026891;42,94756681;11,02216428
4480;32,74884;37,90087;9,94261;5,22072;0,56812;2,15895;1,33294;0,05809;3,81196;47,485818;49,81240709;39,75784024;10,42975267
1680;29,11018;38,50214;9,10673;5,11448;0,64031;3,71214;1,40493;0,05888;4,22788;42,209761;46,99443816;42,86654068;10,13902116
2690;28,497;34,01136;13,09998;4,88772;0,99893;2,02136;1,15129;0,06793;2,59629;41,32065;46,72590767;38,46047115;14,81362118
2540;25,95064;40,09012;10,59322;5,07848;1,32995;2,95984;1,29483;0,05973;3,78451;37,628428;42,60862267;45,39612433;11,995253
3300;26,24801;39,46246;10,07432;4,8322;1,29425;2,92643;1,24718;0,06835;3,91713;38,0596145;43,44883681;45,05032453;11,50083866
4420;25,36699;42,72187;10,89029;5,56228;1,41256;2,6362;1,41048;0,05673;3,92293;36,7821355;40,69077069;47,2616881;12,04754121
4710;25,15604;41,88038;10,74688;5,46099;1,43262;2,49542;1,43581;0,05728;3,89698;36,476258;40,93694482;47,00193768;12,0611175
4700;21,07052;44,26733;10,06822;4,8094;1,20869;3,12823;1,33927;0,05624;4,39674;30,552254;35,9913351;52,14804473;11,86062017
5240;25,06343;43,05542;11,78818;5,83721;1,64731;3,01001;1,39452;0,04898;3,65242;36,3419735;39,85495962;47,21735944;12,92768093
4830;25,16002;42,48166;11,30936;5,63427;1,52372;2,98492;1,34102;0,05248;3,75633;36,482029;40,41297974;47,05907297;12,52794729
4200;23,45062;42,48825;10,90724;5,33966;1,41305;2,97644;1,32707;0,05497;3,89542;34,003399;38,90598541;48,61417632;12,47983827
4430;23,50464;44,13277;10,68187;4,82059;1,28426;3,02182;1,37766;0,06011;4,13156;34,081728;38,33871818;49,6451891;12,01609272
7250;18,76214;47,56815;13,35789;4,38979;1,11209;2,12951;1,31789;0,05292;3,56105;27,205103;30,86888706;53,97428012;15,15683281
7360;18,6312;47,31639;13,2554;4,35109;1,09385;2,13643;1,2928;0,0533;3,56959;27,01524;30,84388179;54,02214232;15,13397589
6910;17,5791;48,16224;13,70232;4,53359;1,17506;2,13726;1,30025;0,04693;3,5149;25,489695;29,17968335;55,134395;15,68592165
