Si;Fe;CaO;SiO2;MgO;Al2O3;MnO;P2O5;S;basicity;FeOn;FeOn_t;CaO_t;SiO2_t
4470;21,96854;49,09242;13,39754;4,61863;0,8668;2,37284;1,74223;0,08389;3,66428;31,854383;33,76395657;52,03536157;14,20068186
4930;17,15548;53,36645;14,3409;4,36038;0,79458;2,27626;1,83358;0,08032;3,72128;24,875446;26,86832443;57,64186469;15,48981087
4300;24,67911;45,74526;11,34874;4,31314;0,65737;2,33175;1,49814;0,07748;4,03087;35,7847095;38,528431;49,25268691;12,21888209
4940;30,37551;37,28624;10,06893;4,90259;1,19058;2,24333;1,39816;0,06078;3,7031;44,0444895;48,18889889;40,79472528;11,01637583
7100;22,37851;43,8871;13,34039;4,92128;0,63703;2,47596;1,71485;0,05434;3,28979;32,4488395;36,18439747;48,93944728;14,87615525
6930;21,55473;44,43789;13,43718;4,26248;0,65483;2,48646;1,67769;0,05333;3,30708;31,2543585;35,06626153;49,85770777;15,0760307
5100;29,61097;36,90797;10,5108;4,67599;0,96845;2,22458;1,46852;0,06677;3,51143;42,9359065;47,51929636;40,84788019;11,63282345
8240;30,4334;36,42831;9,22132;4,95948;1,08122;2,23039;1,4054;0,06564;3,95045;44,12843;49,15279969;40,57596032;10,27123999
5710;20,81624;43,34745;11,98015;4,33127;1,77335;2,38574;1,63872;0,05801;3,61827;30,183548;35,29779298;50,69216238;14,01004463
5550;20,00073;46,32403;12,79337;4,47067;1,21686;2,3744;1,52827;0,05918;3,62094;29,0010585;32,91144556;52,57017745;14,51837699
5610;29,21869;39,81074;11,61333;5,3327;1,29262;2,24889;1,56601;0,0572;3,42802;42,3671005;45,17173661;42,44614902;12,38211437
3600;26,60164;42,52818;11,88167;5,15157;1,01539;2,46975;1,70001;0,05372;3,57931;38,572378;41,48360265;45,73796618;12,77843116
6430;23,02849;43,67423;12,54674;4,28767;0,50882;2,3066;1,57013;0,05933;3,48092;33,3913105;37,26198052;48,73688043;14,00113905
3380;27,82064;41,13254;11,2893;5,31201;1,15665;2,37455;1,61686;0,06229;3,6435;40,339928;43,48766617;44,34212595;12,17020788
3420;27,15595;41,08039;11,45489;4,79704;0,79751;2,47065;1,71445;0,06923;3,58627;39,3761275;42,84139322;44,69563803;12,46296876
3420;26,93355;40,75607;12,44588;5,0712;0,97726;2,30711;1,65148;0,0621;3,27466;39,0536475;42,33200864;44,17734111;13,49065026
6550;22,32059;44,68442;13,43741;4,08631;0,5437;2,67048;1,72083;0,05449;3,32537;32,3648555;35,76753345;49,38231493;14,85015163
6080;23,88848;41,49719;12,10329;4,16581;0,84459;2,44547;1,57901;0,05672;3,42859;34,638296;39,2551864;47,02829287;13,71652073
5540;23,64466;42,84401;14,36916;4,46259;0,61773;2,58208;1,78165;0,05656;2,98166;34,284757;37,4705287;46,8251155;15,70435579
6050;24,48764;42,98124;13,31366;5,09301;1,03995;2,45683;1,52787;0,03332;3,22836;35,507078;38,67790082;46,81951406;14,50258512
6140;21,57045;39,66515;12,84098;6,0748;1,24912;2,20389;1,34392;0,03878;3,08895;31,2771525;37,33101827;47,34255906;15,32642267
5910;23,35745;42,97464;13,3991;4,5583;0,88773;2,49509;1,67725;0,05665;3,20728;33,8683025;37,53051412;47,62152851;14,84795737
5980;21,59646;39,78404;12,76758;5,5088;1,18125;2,21053;1,41781;0,05695;3,11602;31,314867;37,33895161;47,43735123;15,22369716
6270;24,19531;41,07456;12,94454;4,69957;1,04522;2,36506;1,63342;0,05741;3,17312;35,0831995;39,37406744;46,09820423;14,52772832
6090;23,86762;42,90068;13,15207;4,26124;0,82701;2,49423;1,71473;0,06385;3,2619;34,608049;38,17311273;47,31998887;14,5068984
4900;21,66582;40,51608;13,05909;5,59266;1,28187;2,2174;1,46498;0,0614;3,10252;31,415439;36,96342381;47,6712433;15,36533289
4700;24,2089;40,5748;12,94649;5,04334;1,48528;2,33317;1,55774;0,06142;3,13404;35,102905;39,6087152;45,78298285;14,60830194
4870;23,37515;42,61459;13,79775;5,21908;1,14326;2,44146;1,62729;0,04973;3,08852;33,8939675;37,53222609;47,18894082;15,2788331
4820;23,32221;44,64265;12,03485;4,43238;0,72747;2,38408;1,82779;0,06011;3,70945;33,8172045;37,36926341;49,33178162;13,29895497
3390;23,86491;43,82803;12,81828;4,8622;1,27916;2,59768;1,85028;0,04892;3,41918;34,6041195;37,92214425;48,03049174;14,04736402
4430;25,93208;42,11455;10,77844;4,16083;0,74808;2,53197;1,84235;0,06243;3,90729;37,601516;41,55115892;46,53823957;11,91060151
3990;26,08748;40,82661;10,84412;4,51289;0,89277;2,45786;1,79212;0,06129;3,76486;37,826846;42,26577712;45,61755952;12,11666336
2720;33,40861;36,8267;12,8124;4,10008;0,28676;2,29765;1,77417;0,06129;2,8743;48,4424845;49,38998972;37,54700761;13,06300267
3350;29,80045;40,93413;8,53356;4,05664;0,35957;2,77311;1,95476;0,05914;4,79684;43,2106525;46,62432596;44,1679565;9,207717542
4090;28,94969;41,10684;8,53486;3,97598;0,36434;2,40168;1,81708;0,06483;4,81635;41,9770505;45,8170956;44,86727856;9,315625845
2000;35,31896;37,38842;7,37211;4,00763;0,39596;2,48149;1,88944;0,06799;5,0716;51,212492;53,36134148;38,95721862;7,681439895
1470;24,97609;41,53713;11,45378;4,29931;0,66499;2,41278;1,72102;0,05885;3,6265;36,2153305;40,59730608;46,56303165;12,83966227
4140;27,17261;41,72924;9,91473;3,98152;0,3172;2,5511;1,93725;0,06035;4,20881;39,4002845;43,27597026;45,834018;10,89001174
1480;30,8758;37,71918;11,11884;6,10231;0,89621;2,63761;1,83577;0,03681;3,39237;44,76991;47,82704841;40,29485536;11,87809623
1870;24,79226;42,43952;11,9253;4,54709;0,97733;2,3857;1,7141;0,06204;3,55878;35,948777;39,80439069;46,99128527;13,20432404
1850;31,90165;37,06942;9,70525;5,38151;0,73582;2,67263;2,04349;0,04942;3,81952;46,2573925;49,72198966;39,84585422;10,43215612
3650;25,45654;40,76205;11,93063;4,90235;1,32878;2,36104;1,59279;0,05876;3,41659;36,911983;41,19426575;45,49099191;13,31474234
3590;25,21289;40,12116;11,33699;4,73496;1,23292;2,34747;1,56105;0,06364;3,53896;36,5586905;41,53601776;45,58350399;12,88047825
6940;31,10245;37,01542;10,00599;5,51397;0,69554;2,6429;1,65709;0,04651;3,69933;45,0985525;48,95632963;40,18175756;10,8619128
4630;30,62321;34,95295;8,83917;4,70708;0,47222;2,6205;1,60916;0,06069;3,95433;44,4036545;50,3466915;39,63109366;10,02221484
6870;25,62895;40,01088;11,23067;4,48104;1,1704;2,38988;1,51258;0,06432;3,56264;37,1619775;42,03675866;45,25937045;12,70387089
6270;32,45097;33,98624;12,97848;4,97223;0,58459;3,70096;1,77413;0,07192;2,61866;47,0539065;50,04743023;36,14841151;13,80415826
9850;21,45144;45,9707;12,92305;4,88661;0,79393;2,92484;1,40921;0,09647;3,55726;31,104588;34,56129157;51,07949882;14,35920961
11120;23,90275;45,47008;13,10291;4,6281;0,54469;2,52524;1,28559;0,08676;3,47023;34,6589875;37,17499985;48,77090588;14,05409426
12150;24,62718;45,56039;12,88114;4,66283;0,5;2,42451;1,25298;0,08406;3,53698;35,709411;37,92783229;48,39079622;13,68137149
8850;20,16723;47,4305;15,3199;5,89393;0,60586;2,28122;1,20045;0,06711;3,09601;29,2424835;31,78776704;51,55887955;16,65335341
6980;24,65778;44,43201;13,39655;4,95051;0,67808;2,08254;1,13904;0,05403;3,31668;35,753781;38,20569203;47,47905377;14,3152542
5970;25,62034;46,54634;13,21933;4,71448;0,55694;1,9203;1,23987;0,07933;3,52108;37,149493;38,33197185;48,02792314;13,64010501
7610;24,50889;44,36352;13,55791;5,13773;0,7132;2,06971;1,1719;0,05477;3,27215;35,5378905;38,02498275;47,46826722;14,50675003
5020;29,99722;41,10898;11,58771;4,81696;0,69675;2,10235;1,11427;0,07433;3,54763;43,495969;45,21755553;42,73608862;12,04635585
5020;24,23544;47,33145;12,89713;4,10796;0,62275;1,9707;1,38445;0,08103;3,66992;35,141388;36,84743608;49,62930259;13,52326133
4330;25,72013;45,37659;12,86495;4,93366;0,65041;2,06386;1,26894;0,07336;3,52715;37,2941885;39,03690178;47,49698434;13,46611388
3260;24,7302;44,57309;13,52253;4,59061;1,49036;2,12684;1,42155;0,09399;3,29621;35,85879;38,16615952;47,44118983;14,39265065
8910;20,12164;42,2372;17,40082;5,54294;1,1309;2,04294;1,28206;0,06784;2,42731;29,176378;32,85095509;47,55670359;19,59234132
3750;30,80566;41,59328;10,50427;4,92934;0,52641;2,66137;1,43171;0,08548;3,95966;44,668207;46,16117146;42,98346987;10,85535868
6430;24,50189;44,47422;13,76856;4,90063;1,56595;2,11954;1,40541;0,09335;3,23013;35,5277405;37,88796341;47,42878653;14,68325005
7520;18,99402;41,76664;20,06693;5,71039;1,27595;1,98983;1,26348;0,07992;2,08137;27,541329;30,81550783;46,73195771;22,45253446
6220;24,58523;43,17451;13,97832;5,12251;1,67804;2,20058;1,42137;0,08433;3,08868;35,6485835;38,41383677;46,52354783;15,0626154
6800;20,05049;42,5517;18,1697;5,20552;1,82606;2,04058;1,23328;0,07359;2,3419;29,0732105;32,37745599;47,38781065;20,23473335
6260;20,41004;42,26114;18,67091;5,77515;1,80851;2,06372;1,29;0,07706;2,26348;29,594558;32,69155738;46,68366675;20,62477587
3500;23,10064;41,12466;16,39517;4,873;1,7973;2,10992;1,29045;0,09637;2,50834;33,495928;36,80233922;45,18410977;18,01355102
2650;23,40123;39,85635;15,96881;5,30637;2,04535;2,01915;1,30298;0,08431;2,49589;33,9317835;37,80407641;44,40475405;17,79116955
2480;24,81219;41,91919;15,35264;5,61759;2,05055;2,10006;1,40153;0,09185;2,73042;35,9776755;38,58216224;44,95379335;16,46404441
3350;24,63819;44,39295;13,62899;4,63748;1,48455;2,11889;1,39396;0,08802;3,25724;35,7253755;38,10815841;47,35383596;14,53800562
3770;24,28265;42,97311;12,50457;5,38057;1,89642;2,29591;1,48084;0,08261;3,43659;35,2098425;38,82545419;47,38591243;13,78863338
3630;21,2559;46,34439;14,02251;5,1273;1,25546;2,20001;1,37464;0,0649;3,305;30,821055;33,79948042;50,82292941;15,37759017
6330;23,48953;43,63397;13,96587;5,45977;1,6338;2,26089;1,41386;0,06906;3,12433;34,0598185;37,15900654;47,60433403;15,23665943
5930;25,83957;43,69507;10,73705;5,31561;0,83518;2,89097;1,42072;0,07267;4,06956;37,4673765;40,76994753;47,54658259;11,68346989
3730;28,74886;39,61258;10,66158;4,55322;1,54035;2,21991;1,33457;0,07572;3,71545;41,685847;45,33040869;43,07587754;11,59371378
4490;26,00181;43,50809;12,22536;4,93484;1,01055;2,38622;1,3659;0,07609;3,55884;37,7026245;40,35125052;46,56455254;13,08419694
4010;30,202;40,14844;11,23743;5,48333;1,61164;2,35931;1,39705;0,07991;3,57274;43,7929;46,01120607;42,18213789;11,80665604
3810;30,40041;41,51711;11,59441;4,99343;0,47343;2,56468;1,44998;0,08413;3,58079;44,0805945;45,35408528;42,71654158;11,92937314
6950;28,19123;43,6021;10,34692;5,49268;1,11035;2,45752;1,49316;0,0785;4,21402;40,8772835;43,10753661;45,98101834;10,91144505
7330;23,27266;47,04799;12,24058;4,5905;0,9113;2,50249;1,52447;0,06944;3,84361;33,745357;36,27209781;50,57078801;13,15711418
4570;25,66052;45,05095;11,28487;4,28728;0,52983;2,79253;1,50978;0,07033;3,99216;37,207754;39,77585248;48,16038994;12,06375758
4370;25,50945;46,28954;10,91659;4,60266;0,61363;2,58544;1,5545;0,07228;4,24029;36,9887025;39,26829266;49,14233485;11,58937248
4050;29,10199;42,9838;10,72466;5,12965;0,5024;2,65083;1,39072;0,07845;4,00794;42,1978855;43,99905479;44,81851516;11,18243005
4410;28,79129;40,90996;9,51736;4,67839;0,42114;2,62957;1,32139;0,07907;4,29845;41,7473705;45,29157654;44,38307281;10,32535064
3890;26,05624;43,55817;12,0819;4,88689;1,00205;2,39571;1,33591;0,07919;3,60524;37,781548;40,44197565;46,62536459;12,93265976
4290;28,98141;39,76053;9,35012;7,26605;0,65597;3,32129;1,34486;0,08538;4,25241;42,0230445;46,11142424;43,62879198;10,25978377
4480;29,09685;39,78387;9,18153;7,16818;0,57048;3,31915;1,33093;0,08722;4,33303;42,1904325;46,28385408;43,64380085;10,07234507
3770;27,37374;40,96338;10,2776;7,24151;0,72969;2,94646;1,24442;0,06656;3,98569;39,691923;43,64968201;45,04791846;11,30239953
4110;25,58909;41,89551;11,13825;4,58835;0,86151;2,42837;1,27122;0,07638;3,76141;37,1041805;41,16377665;46,47932909;12,35689426
4120;27,52485;38,53984;9,05221;7,31831;0,62935;3,14593;1,23102;0,08158;4,25751;39,9110325;45,61100176;44,04397982;10,34501842
5040;27,06526;43,06091;10,80082;6,19263;0,6902;2,68952;1,36982;0,07712;3,98682;39,244627;42,15031955;46,24916213;11,60051832
4750;24,50061;40,945;12,14015;4,2486;1,04783;2,15823;1,23414;0,07946;3,37269;35,5258845;40,09194194;46,20756346;13,7004946
5450;26,85858;41,12549;10,20769;5,85409;0,6422;2,75936;1,30047;0,08097;4,02887;38,944941;43,13884756;45,55421573;11,30693671
4650;27,05778;42,93721;10,66788;6,15991;0,73271;2,69585;1,34797;0,07914;4,0249;39,233781;42,26007983;46,24917294;11,49074723
4550;24,6867;45,49847;11,6174;4,70186;0,71767;2,33172;1,55317;0,06935;3,91641;35,795715;38,52664337;48,96964141;12,50371523
5490;26,39742;42,80171;10,66903;5,60522;1,18829;2,58582;1,38571;0,08892;4,01177;38,276259;41,71935804;46,65189103;11,62875093
3940;25,54501;46,29101;12,57611;5,16142;0,48383;2,20926;1,60154;0,07263;3,68087;37,0402645;38,62086814;48,26636681;13,11276506
10110;26,9175;41,46328;10,31076;5,54367;0,61235;2,75589;1,33505;0,07812;4,02136;39,030375;42,98290452;45,66218504;11,35491044
8470;20,73402;48,38381;13,53048;5,02249;0,62672;2,2202;1,43097;0,07469;3,57591;30,064329;32,68621483;52,60332295;14,71046222
3880;27,42265;44,98824;11,0802;5,28283;0,45939;2,22338;1,59594;0,08059;4,06024;39,7628425;41,49254968;46,94525506;11,56219526
5340;25,16443;46,69842;11,49207;5,36787;0,54591;2,36701;1,63038;0,06771;4,06353;36,4884235;38,5391236;49,32293609;12,1379403
4470;23,1049;46,98063;11,93326;5,52919;0,63656;2,5309;1,62174;0,06967;3,93695;33,502105;36,25141405;50,83603764;12,91254831
7920;23,66521;47,10796;11,85144;5,46556;0,47489;2,43502;1,60209;0,07104;3,97487;34,3145545;36,78899933;50,50494562;12,70605504
4480;23,43725;47,11733;12,7137;5,22003;0,43451;2,47712;1,66659;0,08493;3,70603;33,9840125;36,22448127;50,22364084;13,55187789
3810;20,62895;48,03915;13,67485;5,10453;0,54629;2,19111;1,48535;0,06529;3,51296;29,9119775;32,64573903;52,42961801;14,92464296
4400;22,90478;45,19725;12,17624;7,13812;0,98351;2,20951;1,50138;0,07241;3,71192;33,211931;36,66366026;49,89461825;13,44172149
2200;30,23108;41,12032;10,0076;5,25334;1,0694;2,28687;1,34582;0,09366;4,10891;43,835066;46,16015971;43,30141851;10,53842178
3420;25,65467;42,61241;10,65029;4,49944;0,80405;2,42901;1,36167;0,08125;4,00106;37,1992715;41,12144682;47,10532978;11,7732234
4170;24,49331;45,23923;11,55347;5,25496;0,54881;2,34586;1,53316;0,06884;3,91564;35,5152995;38,47477975;49,00900274;12,51621751
2450;31,1612;41,87179;9,84929;6,28628;0,78035;2,20512;1,43525;0,0962;4,25125;45,18374;46,62692733;43,20919228;10,16388039
4050;27,31123;38,84098;9,87031;5,87329;0,75425;2,74999;1,1786;0,07839;3,93513;39,6012835;44,84218037;43,9812571;11,17656253
3500;26,44283;40,18864;9,73022;5,14092;0,65521;2,65078;1,22916;0,07993;4,13029;38,3421035;43,44174591;45,53387863;11,02437546
2560;32,00499;40,94485;9,6139;5,6314;0,59301;2,29279;1,46499;0,09486;4,25892;46,4072355;47,8592934;42,22599274;9,914713856
2630;30,2433;41,30573;9,54272;5,60432;0,88195;2,30728;1,37778;0,10275;4,32851;43,852785;46,30645524;43,61688631;10,07665845
4300;30,15737;40,49768;11,34014;5,75177;0,78003;2,38367;1,54915;0,08878;3,57118;43,7281865;45,75705117;42,37665827;11,86629055
3260;25,93387;45,62674;12,59911;4,06876;0,85813;2,18189;1,42965;0,08556;3,62142;37,6041115;39,24045352;47,61218651;13,14735997
5840;22,51302;45,47348;16,45458;4,24905;0,78793;2,21934;1,49734;0,08162;2,76358;32,643879;34,51751053;48,08348066;17,39900881
4750;22,22687;43,54555;14,82303;3,91676;0,85046;2,4001;1,39407;0,08325;2,9377;32,2289615;35,57377051;48,06482525;16,36140424
3220;22,07069;44,4728;13,65793;4,36385;1,09818;2,58237;1,40248;0,07949;3,25619;32,0025005;35,50577331;49,34118055;15,15304613
2710;24,82648;46,27041;11,44092;4,56624;0,84458;2,60812;1,46234;0,08429;4,04429;35,998396;38,41479165;49,37631554;12,20889281
2710;27,99229;43,92691;10,31852;4,97365;0,88163;2,5783;1,45873;0,08457;4,2571;40,5888205;42,79974828;46,31966802;10,8805837
3210;27,35298;45,34858;10,19783;4,55522;0,80829;2,59418;1,51297;0,08522;4,44689;39,661821;41,65797493;47,63094485;10,71108022
2620;27,15025;44,04258;9,84492;5,12301;0,89873;2,48561;1,46975;0,08626;4,47363;39,3678625;42,21511926;47,22793287;10,55694786
4480;26,40826;44,85514;9,926;4,76453;0,93853;2,47359;1,49695;0,08685;4,51895;38,291977;41,14182294;48,19344344;10,66473362
4970;25,02309;45,09701;10,10326;5,25009;1,03656;2,3779;1,45289;0,08289;4,46361;36,2834805;39,66112047;49,29510405;11,04377547
7250;24,27433;41,96249;14,09834;5,05257;0,60669;2,58798;1,51333;0,09418;2,97641;35,1977785;38,56926933;45,98195249;15,44877818
1100;25,51244;44,01719;12,22367;5,02552;1,14578;2,54817;1,36485;0,07974;3,60098;36,993038;39,6776696;47,2115732;13,11075721
6150;25,20533;43,69824;12,14669;4,69454;1,07193;2,53739;1,37507;0,08462;3,59754;36,5477285;39,55696166;47,29622538;13,14681296
8490;24,32881;42,97758;14,37472;4,82913;0,69411;2,53971;1,48869;0,09113;2,9898;35,2767745;38,08391122;46,39750557;15,51858321
10620;24,61792;43,66286;13,27739;4,98009;0,9015;2,52959;1,5045;0,0875;3,28851;35,695984;38,53350083;47,13367342;14,33282575
7160;23,87708;44,22423;13,34636;4,4562;0,93147;2,47533;1,46392;0,08646;3,31358;34,621766;37,55383581;47,9695193;14,4766449
2500;24,97089;43,0189;11,97709;4,45483;1,00313;2,51581;1,36612;0,08881;3,59177;36,2077905;39,699879;47,16789125;13,13222975
5970;23,69778;45,99489;11,7455;4,54654;0,96631;2,17255;1,36124;0,0815;3,91596;34,361781;37,30832903;49,93898569;12,75268528
2600;25,00708;43,2136;12,41221;5,23821;1,12927;2,69318;1,30796;0,06587;3,48154;36,260266;39,46219882;47,02954123;13,50825995
11030;16,59306;30,41619;7,80322;4,20182;0,40137;1,96766;0,91518;0,07218;3,89791;24,059937;38,63228849;48,83832517;12,52938635
3390;29,34849;39,63768;9,66192;4,86147;0,83489;2,36396;1,33337;0,0804;4,10246;42,5553105;46,32883563;43,15248884;10,51867554
1390;38,51908;37,74819;7,58699;4,68933;0,79888;2,11807;1,44392;0,09389;4,97539;55,852666;55,19701052;37,3050633;7,497926184
11180;29,30998;40,4032;10,47646;4,76124;0,91666;2,38152;1,3452;0,07629;3,85657;42,499471;45,51281485;43,26791176;11,21927339
8180;28,28281;40,61874;10,11597;4,92198;0,91721;2,40553;1,33395;0,07703;4,01531;41,0100745;44,70016985;44,27362299;11,02620716
8820;26,60575;41,90391;10,26204;4,76046;0,87282;2,39352;1,35282;0,08325;4,08339;38,5783375;42,51324085;46,17801424;11,30874492
5160;22,68955;44,88136;11,73506;4,88968;0,5362;2,3306;1,45753;0,07347;3,82455;32,8998475;36,75292594;50,13765794;13,10941612
5160;22,3643;44,04234;14,6139;4,47218;1,41287;2,26248;1,41283;0,09414;3,01373;32,428235;35,60237351;48,35328962;16,04433686
6270;19,86074;46,11303;14,69519;4,67075;1,08055;2,24463;1,36264;0,10101;3,13797;28,798073;32,13844925;51,46182088;16,39972987
5920;22,90351;44,99959;11,69041;5,65478;1,11876;2,22283;1,27434;0,08701;3,84928;33,2100895;36,94110838;50,05511146;13,00378016
3170;25,13763;43,08106;10,59736;5,08343;0,95959;2,50594;1,34752;0,07941;4,06526;36,4495635;40,4420049;47,79987117;11,75812393
5560;22,54259;45,14762;14,94033;4,74982;1,12043;2,13718;1,26789;0,09219;3,02186;32,6867555;35,23240017;48,66371686;16,10388297
5750;21,2724;44,42574;14,54576;4,39677;1,04361;2,22205;1,33546;0,09313;3,05421;30,84498;34,34222762;49,46279347;16,19497892
5790;20,3593;45,73974;13,92107;4,59887;1,23654;2,23876;1,33977;0,09758;3,28565;29,520985;33,10203052;51,28820293;15,60976654
3890;23,91483;43,82135;13,00051;4,90435;1,36472;2,15115;1,40264;0,08216;3,37074;34,6765035;37,89849586;47,89304237;14,20846177
4670;23,65116;44,27813;13,22107;5,01418;1,48237;2,12921;1,38643;0,07876;3,34906;34,294182;37,36019008;48,23673454;14,40307538
5310;21,9619;42,81608;13,33482;4,57017;1,32286;2,23501;1,36387;0,09332;3,21085;31,844755;36,18900842;48,6570388;15,15395277
5040;22,14024;44,1481;13,93778;4,78078;1,37761;2,23791;1,39292;0,09289;3,16751;32,103348;35,59554585;48,95052434;15,45392982
4580;22,16363;43,62339;12,09381;5,01708;1,09161;2,16659;1,29256;0,09012;3,60708;32,1372635;36,58011468;49,65415331;13,76573201
4950;22,20053;45,48037;13,46225;4,9038;1,29667;2,23793;1,4286;0,08035;3,37836;32,1907685;35,3226946;49,90527703;14,77202837
4750;19,99227;46,38783;13,56688;4,93195;1,3651;2,1926;1,33146;0,07927;3,4192;28,9887915;32,59236595;52,15426559;15,25336845
4690;23,37026;44,07756;13,39883;4,76195;1,44715;2,12009;1,35204;0,08003;3,28966;33,886877;37,09026408;48,24429056;14,66544536
5540;22,75591;47,629;12,07906;4,85233;1,0611;2,28969;1,43446;0,08014;3,9431;32,9960695;35,59287993;51,37743082;13,02968925
5240;23,04266;47,40039;12,4263;5,02774;1,02261;2,25739;1,39882;0,0811;3,81452;33,411857;35,8348109;50,83776134;13,32742776
3770;22,56265;48,13742;11,6536;5,00328;0,94848;2,24043;1,46179;0,07882;4,13069;32,7158425;35,36585461;52,0365935;12,59755188
4860;28,26761;42,87698;10,24349;4,80027;0,65422;2,32296;1,50853;0,07026;4,18578;40,9880345;43,55401748;45,56121705;10,88476547
3430;27,30155;42,19309;9,68588;5,57433;0,90298;3,14953;1,38127;0,09539;4,35614;39,5872475;43,28073094;46,1296981;10,58957095
3080;32,78248;39,64809;9,06065;4,79999;0,71634;3,02116;1,36807;0,07718;4,37586;47,534596;49,39001283;41,19567302;9,414314151
6020;27,74309;42,80415;8,97268;4,92341;0,73045;3,52757;1,40627;0,07848;4,7705;40,2274805;43,7234737;46,5240702;9,752456109
5050;27,00509;44,04572;9,27726;5,15286;0,65039;3,22962;1,46761;0,08092;4,74771;39,1573805;42,3412931;47,62710673;10,03160017
4380;26,39032;44,15483;9,27548;5,04427;0,72141;3,69127;1,44572;0,07855;4,76038;38,265964;41,73120927;48,15335245;10,11543828
3790;25,53797;44,50557;9,79437;6,01176;0,7121;3,2289;1,54951;0,07848;4,54399;37,0300565;40,54533879;48,73050663;10,72415458
5730;25,54843;44,27031;9,51829;5,74001;0,59745;3,23757;1,5244;0,08106;4,65108;37,0452235;40,78351221;48,73769296;10,47879483
4150;28,5426;42,14395;9,67229;4,93159;0,72455;2,33474;1,44319;0,08344;4,35718;41,38677;44,40497147;45,21737013;10,3776584
5920;25,09978;38,33136;8,72613;4,96869;0,73042;3,01972;1,20457;0,10826;4,39271;36,394681;43,61142504;45,93213039;10,45644457
6810;25,53925;46,04194;11,4769;5,04737;0,49876;2,54513;1,61318;0,06908;4,01171;37,0319125;39,16617427;48,69547707;12,13834866
4830;24,26568;44,83168;10,7077;4,77365;0,49759;2,73949;1,58913;0,08438;4,18686;35,185236;38,78245789;49,41512235;11,80241975
5070;24,63711;45,31356;11,01004;5,43025;0,72865;2,56704;1,73553;0,09403;4,11566;35,7238095;38,81022801;49,2285011;11,96127089
6260;23,14233;46,3007;11,80021;4,58578;0,73155;2,61881;1,78073;0,09773;3,92372;33,5563785;36,6107039;50,5150226;12,8742735
3630;27,97469;44,68664;10,56984;4,98917;0,52767;2,42733;1,71097;0,08622;4,22775;40,5633005;42,33290902;46,63613271;11,03095827
5220;23,36669;46,79217;11,60467;5,89178;0,71502;2,56718;1,73264;0,09451;4,03219;33,8817005;36,71677111;50,70753151;12,57569738
5550;25,8766;44,30816;11,99095;5,3038;0,95804;2,50802;1,65723;0,0896;3,69513;37,52107;39,99253679;47,22668407;12,78077915
5270;25,93758;45,82933;11,76334;5,00891;1,25004;2,22273;1,45224;0,08253;3,89594;37,609491;39,50487111;48,13895979;12,3561691
7780;16,67157;49,92995;13,77827;5,11529;1,10641;2,50128;1,55988;0,0867;3,62382;24,1737765;27,50708616;56,81476524;15,6781486
5120;23,27503;44,63414;11,00106;5,05036;1,03754;2,29527;1,49508;0,08811;4,05726;33,7487935;37,75708847;49,93527169;12,30763985
8380;18,38491;47,54853;13,48249;4,82111;1,13734;2,58086;1,51886;0,07078;3,52669;26,6581195;30,40070829;54,22396693;15,37532479
6020;22,54643;44,65856;11,66696;4,49677;1,16984;2,36725;1,40249;0,08686;3,82778;32,6923235;36,72558469;50,16809916;13,10631615
4660;23,6757;45,6762;11,3251;4,3183;1,21713;2,28259;1,51905;0,08436;4,03318;34,329765;37,58826748;50,01168003;12,40005249
5350;22,78939;46,59342;12,15928;4,91794;1,35844;2,41445;1,59823;0,08605;3,83192;33,0446155;35,99736585;50,75684376;13,2457904
4360;24,07442;45,79432;11,35208;4,49073;1,25901;2,3901;1,53446;0,08626;4,034;34,907909;37,92099401;49,74706833;12,33193766
5160;23,42168;45,59788;12,51519;5,13899;1,40641;2,45984;1,64474;0,08005;3,6434;33,961436;36,88473333;49,52280711;13,59245957
5660;21,27224;46,93771;13,01026;4,93533;0,97873;2,4837;1,63621;0,07361;3,60774;30,844748;33,97271134;51,69765928;14,32962939
6610;23,97344;44,09324;10,52067;4,83005;0,61288;2,43629;1,46755;0,07792;4,19111;34,761488;38,89379939;49,33487401;11,7713266
8690;19,51831;49,44455;13,00796;5,42508;1,21859;2,40628;1,46964;0,07905;3,8011;28,3015495;31,18488545;54,48191549;14,33319906
8220;20,5098;46,60402;12,80395;4,72297;1,19794;2,47708;1,54225;0,07734;3,63982;29,73921;33,35967554;52,27761551;14,36270895
8100;19,50052;49,65661;12,91726;5,44581;1,25267;2,40035;1,4791;0,07618;3,84421;28,275754;31,12368853;54,65802478;14,21828669
6930;19,41261;49,92903;13,80418;4,91019;0,87965;2,4239;1,69646;0,0851;3,61695;28,1482845;30,635423;54,34068119;15,02389581
6920;19,77618;50,21027;13,80158;4,92908;0,72663;2,42955;1,72602;0,0758;3,63801;28,675461;30,93784973;54,17167621;14,89047406
5540;20,66291;48,165;15,03661;4,33653;0,56149;2,44659;1,65712;0,08183;3,20318;29,9612195;32,16005746;51,69980373;16,14013881
6980;18,50326;50,75122;14,48171;4,60083;0,69037;2,47806;1,69884;0,08366;3,50451;26,829727;29,14289884;55,1268252;15,73027596
6970;19,80534;50,20673;14,38978;5,12607;0,84519;2,41744;1,67256;0,07521;3,48906;28,717743;30,77530182;53,80392425;15,42077393
